idx,batch,type,class,priority,english,garo,confidence,discrepancy_codes,discrepancy_detail,nv_refs,rule_refs,owner_directive,native_cited
9608,20,PHRASE,A,P2,eight houses,nok te·chet,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'eight houses' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9609,20,PHRASE,A,P2,nine houses,nok te·sku,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'nine houses' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9610,20,PHRASE,A,P2,ten houses,nok te·chiking,verified_high,D5;D1;D4,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'ten houses' | notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9611,20,PHRASE,UNRESOLVED,P2,eleven houses,nok te·Chi·sa,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9612,20,PHRASE,UNRESOLVED,P2,twelve houses,nok te·Chi·gni,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9613,20,PHRASE,UNRESOLVED,P2,thirteen houses,nok te·Chi·gittam,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9614,20,PHRASE,UNRESOLVED,P2,fourteen houses,nok te·Chi·bri,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9615,20,PHRASE,UNRESOLVED,P2,fifteen houses,nok te·Chi·bonga,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9616,20,PHRASE,UNRESOLVED,P2,sixteen houses,nok te·Chi·dok,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9617,20,PHRASE,UNRESOLVED,P2,seventeen houses,nok te·Chi·sni,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9618,20,PHRASE,UNRESOLVED,P2,eighteen houses,nok te·Chi·chet,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9619,20,PHRASE,UNRESOLVED,P2,nineteen houses,nok te·Chi·sku,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9620,20,PHRASE,UNRESOLVED,P2,twenty houses,nok te·Kolgrik,verified_high,D4,notes declare SUPERSEDED but confidence field does not read 'superseded',NV-073,,True,True
9621,20,PHRASE,B,,one grain of rice,merong rong·sa,verified_high,,,NV-073,,True,True
9622,20,PHRASE,B,,two grains of rice,merong rong·gni,verified_high,,,NV-073,,True,True
9623,20,PHRASE,B,,three grains of rice,merong rong·gittam,verified_high,,,NV-073,,True,True
9624,20,PHRASE,B,,four grains of rice,merong rong·bri,verified_high,,,NV-073,,True,True
9625,20,PHRASE,B,,five grains of rice,merong rong·bonga,verified_high,,,NV-073,,True,True
9626,20,PHRASE,B,,six grains of rice,merong rong·dok,verified_high,,,NV-073,,True,True
9627,20,PHRASE,B,,seven grains of rice,merong rong·sni,verified_high,,,NV-073,,True,True
9628,20,PHRASE,B,,eight grains of rice,merong rong·chet,verified_high,,,NV-073,,True,True
9629,20,PHRASE,B,,nine grains of rice,merong rong·sku,verified_high,,,NV-073,,True,True
9630,20,PHRASE,B,,ten grains of rice,merong rong·chiking,verified_high,,,NV-073,,True,True
9631,20,PHRASE,B,,eleven grains of rice,merong rong·Chi·sa,verified_high,,,NV-073,,True,True
9632,20,PHRASE,B,,twelve grains of rice,merong rong·Chi·gni,verified_high,,,NV-073,,True,True
9633,20,PHRASE,B,,thirteen grains of rice,merong rong·Chi·gittam,verified_high,,,NV-073,,True,True
9634,20,PHRASE,B,,fourteen grains of rice,merong rong·Chi·bri,verified_high,,,NV-073,,True,True
9635,20,PHRASE,B,,fifteen grains of rice,merong rong·Chi·bonga,verified_high,,,NV-073,,True,True
9636,20,PHRASE,B,,sixteen grains of rice,merong rong·Chi·dok,verified_high,,,NV-073,,True,True
9637,20,PHRASE,B,,seventeen grains of rice,merong rong·Chi·sni,verified_high,,,NV-073,,True,True
9638,20,PHRASE,B,,eighteen grains of rice,merong rong·Chi·chet,verified_high,,,NV-073,,True,True
9639,20,PHRASE,B,,nineteen grains of rice,merong rong·Chi·sku,verified_high,,,NV-073,,True,True
9640,20,PHRASE,B,,twenty grains of rice,merong rong·Kolgrik,verified_high,,,NV-073,,True,True
9641,20,PHRASE,A,P2,a glass of water,chi glass sa,superseded,D2,2 distinct English glosses under Garo form 'chi glass sa',NV-074;NV-075,,True,True
9642,20,PHRASE,D,P3,one plate of rice,mi plate sa,superseded,D3,"1 other record(s) share identical (english,garo)",NV-074;NV-075,,True,True
9643,20,PHRASE,A,P2,one glass of water,chi glass sa,verified_high,D2,2 distinct English glosses under Garo form 'chi glass sa',NV-074;NV-075,,True,True
9644,20,PHRASE,D,P3,one plate of rice,mi plate sa,verified_high,D3,"1 other record(s) share identical (english,garo)",NV-074;NV-075,,True,True
9645,20,PHRASE,B,,two glasses of water,chi glass gni,verified_high,,,NV-074;NV-075,,True,True
9646,20,PHRASE,B,,two plates of rice,mi plate gni,verified_high,,,NV-074;NV-075,,True,True
9647,20,PHRASE,B,,three glasses of water,chi glass gittam,verified_high,,,NV-074;NV-075,,True,True
9648,20,PHRASE,B,,three plates of rice,mi plate gittam,verified_high,,,NV-074;NV-075,,True,True
9649,20,PHRASE,B,,four glasses of water,chi glass bri,verified_high,,,NV-074;NV-075,,True,True
9650,20,PHRASE,B,,four plates of rice,mi plate bri,verified_high,,,NV-074;NV-075,,True,True
9651,20,PHRASE,B,,five glasses of water,chi glass bonga,verified_high,,,NV-074;NV-075,,True,True
9652,20,PHRASE,B,,five plates of rice,mi plate bonga,verified_high,,,NV-074;NV-075,,True,True
9653,20,PHRASE,B,,six glasses of water,chi glass dok,verified_high,,,NV-074;NV-075,,True,True
9654,20,PHRASE,B,,six plates of rice,mi plate dok,verified_high,,,NV-074;NV-075,,True,True
9655,20,PHRASE,B,,seven glasses of water,chi glass sni,verified_high,,,NV-074;NV-075,,True,True
9656,20,PHRASE,B,,seven plates of rice,mi plate sni,verified_high,,,NV-074;NV-075,,True,True
9657,20,PHRASE,B,,eight glasses of water,chi glass chet,verified_high,,,NV-074;NV-075,,True,True
9658,20,PHRASE,B,,eight plates of rice,mi plate chet,verified_high,,,NV-074;NV-075,,True,True
9659,20,PHRASE,B,,nine glasses of water,chi glass sku,verified_high,,,NV-074;NV-075,,True,True
9660,20,PHRASE,B,,nine plates of rice,mi plate sku,verified_high,,,NV-074;NV-075,,True,True
9661,20,PHRASE,B,,ten glasses of water,chi glass chiking,verified_high,,,NV-074;NV-075,,True,True
9662,20,PHRASE,B,,ten plates of rice,mi plate chiking,verified_high,,,NV-074;NV-075,,True,True
9663,20,PHRASE,B,,eleven glasses of water,chi glass Chi·sa,verified_high,,,NV-074;NV-075,,True,True
9664,20,PHRASE,B,,eleven plates of rice,mi plate Chi·sa,verified_high,,,NV-074;NV-075,,True,True
9665,20,PHRASE,B,,twelve glasses of water,chi glass Chi·gni,verified_high,,,NV-074;NV-075,,True,True
9666,20,PHRASE,B,,twelve plates of rice,mi plate Chi·gni,verified_high,,,NV-074;NV-075,,True,True
9667,20,PHRASE,B,,thirteen glasses of water,chi glass Chi·gittam,verified_high,,,NV-074;NV-075,,True,True
9668,20,PHRASE,B,,thirteen plates of rice,mi plate Chi·gittam,verified_high,,,NV-074;NV-075,,True,True
9669,20,PHRASE,B,,fourteen glasses of water,chi glass Chi·bri,verified_high,,,NV-074;NV-075,,True,True
9670,20,PHRASE,B,,fourteen plates of rice,mi plate Chi·bri,verified_high,,,NV-074;NV-075,,True,True
9671,20,PHRASE,B,,fifteen glasses of water,chi glass Chi·bonga,verified_high,,,NV-074;NV-075,,True,True
9672,20,PHRASE,B,,fifteen plates of rice,mi plate Chi·bonga,verified_high,,,NV-074;NV-075,,True,True
9673,20,PHRASE,B,,sixteen glasses of water,chi glass Chi·dok,verified_high,,,NV-074;NV-075,,True,True
9674,20,PHRASE,B,,sixteen plates of rice,mi plate Chi·dok,verified_high,,,NV-074;NV-075,,True,True
9675,20,PHRASE,B,,seventeen glasses of water,chi glass Chi·sni,verified_high,,,NV-074;NV-075,,True,True
9676,20,PHRASE,B,,seventeen plates of rice,mi plate Chi·sni,verified_high,,,NV-074;NV-075,,True,True
9677,20,PHRASE,B,,eighteen glasses of water,chi glass Chi·chet,verified_high,,,NV-074;NV-075,,True,True
9678,20,PHRASE,B,,eighteen plates of rice,mi plate Chi·chet,verified_high,,,NV-074;NV-075,,True,True
9679,20,PHRASE,B,,nineteen glasses of water,chi glass Chi·sku,verified_high,,,NV-074;NV-075,,True,True
9680,20,PHRASE,B,,nineteen plates of rice,mi plate Chi·sku,verified_high,,,NV-074;NV-075,,True,True
9681,20,PHRASE,B,,twenty glasses of water,chi glass Kolgrik,verified_high,,,NV-074;NV-075,,True,True
9682,20,PHRASE,B,,twenty plates of rice,mi plate Kolgrik,verified_high,,,NV-074;NV-075,,True,True
9683,20,PHRASE,B,,one motorcycle,Motor·cycle bolsa,verified_high,,,NV-076,,True,True
9684,20,PHRASE,B,,two motorcycle,Motor·cycle bolgni,verified_high,,,NV-076,,True,True
9685,20,PHRASE,B,,three motorcycle,Motor·cycle bolgittam,verified_high,,,NV-076,,True,True
9686,20,PHRASE,B,,four motorcycle,Motor·cycle bolbri,verified_high,,,NV-076,,True,True
9687,20,PHRASE,B,,five motorcycle,Motor·cycle bolbonga,verified_high,,,NV-076,,True,True
9688,20,PHRASE,B,,six motorcycle,Motor·cycle boldok,verified_high,,,NV-076,,True,True
9689,20,PHRASE,B,,seven motorcycle,Motor·cycle bolsni,verified_high,,,NV-076,,True,True
9690,20,PHRASE,B,,eight motorcycle,Motor·cycle bolchet,verified_high,,,NV-076,,True,True
9691,20,PHRASE,B,,nine motorcycle,Motor·cycle bolsku,verified_high,,,NV-076,,True,True
9692,20,PHRASE,B,,ten motorcycle,Motor·cycle bolchiking,verified_high,,,NV-076,,True,True
9693,20,PHRASE,B,,eleven motorcycle,Motor·cycle bolChi·sa,verified_high,,,NV-076,,True,True
9694,20,PHRASE,B,,twelve motorcycle,Motor·cycle bolChi·gni,verified_high,,,NV-076,,True,True
9695,20,PHRASE,B,,thirteen motorcycle,Motor·cycle bolChi·gittam,verified_high,,,NV-076,,True,True
9696,20,PHRASE,B,,fourteen motorcycle,Motor·cycle bolChi·bri,verified_high,,,NV-076,,True,True
9697,20,PHRASE,B,,fifteen motorcycle,Motor·cycle bolChi·bonga,verified_high,,,NV-076,,True,True
9698,20,PHRASE,B,,sixteen motorcycle,Motor·cycle bolChi·dok,verified_high,,,NV-076,,True,True
9699,20,PHRASE,B,,seventeen motorcycle,Motor·cycle bolChi·sni,verified_high,,,NV-076,,True,True
9700,20,PHRASE,B,,eighteen motorcycle,Motor·cycle bolChi·chet,verified_high,,,NV-076,,True,True
9701,20,PHRASE,B,,nineteen motorcycle,Motor·cycle bolChi·sku,verified_high,,,NV-076,,True,True
9702,20,PHRASE,B,,twenty motorcycle,Motor·cycle bolKolgrik,verified_high,,,NV-076,,True,True
9703,20,PHRASE,B,,one train,Rail·gari bolsa,verified_high,,,NV-076,,True,True
9704,20,PHRASE,B,,two train,Rail·gari bolgni,verified_high,,,NV-076,,True,True
9705,20,PHRASE,B,,three train,Rail·gari bolgittam,verified_high,,,NV-076,,True,True
9706,20,PHRASE,B,,four train,Rail·gari bolbri,verified_high,,,NV-076,,True,True
9707,20,PHRASE,B,,five train,Rail·gari bolbonga,verified_high,,,NV-076,,True,True
9708,20,PHRASE,B,,six train,Rail·gari boldok,verified_high,,,NV-076,,True,True
9709,20,PHRASE,B,,seven train,Rail·gari bolsni,verified_high,,,NV-076,,True,True
9710,20,PHRASE,B,,eight train,Rail·gari bolchet,verified_high,,,NV-076,,True,True
9711,20,PHRASE,B,,nine train,Rail·gari bolsku,verified_high,,,NV-076,,True,True
9712,20,PHRASE,B,,ten train,Rail·gari bolchiking,verified_high,,,NV-076,,True,True
9713,20,PHRASE,B,,eleven train,Rail·gari bolChi·sa,verified_high,,,NV-076,,True,True
9714,20,PHRASE,B,,twelve train,Rail·gari bolChi·gni,verified_high,,,NV-076,,True,True
9715,20,PHRASE,B,,thirteen train,Rail·gari bolChi·gittam,verified_high,,,NV-076,,True,True
9716,20,PHRASE,B,,fourteen train,Rail·gari bolChi·bri,verified_high,,,NV-076,,True,True
9717,20,PHRASE,B,,fifteen train,Rail·gari bolChi·bonga,verified_high,,,NV-076,,True,True
9718,20,PHRASE,B,,sixteen train,Rail·gari bolChi·dok,verified_high,,,NV-076,,True,True
9719,20,PHRASE,B,,seventeen train,Rail·gari bolChi·sni,verified_high,,,NV-076,,True,True
9720,20,PHRASE,B,,eighteen train,Rail·gari bolChi·chet,verified_high,,,NV-076,,True,True
9721,20,PHRASE,B,,nineteen train,Rail·gari bolChi·sku,verified_high,,,NV-076,,True,True
9722,20,PHRASE,B,,twenty train,Rail·gari bolKolgrik,verified_high,,,NV-076,,True,True
9723,20,PHRASE,B,,one airplane,Sildo·reng bolsa,verified_high,,,NV-076,,True,True
9724,20,PHRASE,B,,two airplane,Sildo·reng bolgni,verified_high,,,NV-076,,True,True
9725,20,PHRASE,B,,three airplane,Sildo·reng bolgittam,verified_high,,,NV-076,,True,True
9726,20,PHRASE,B,,four airplane,Sildo·reng bolbri,verified_high,,,NV-076,,True,True
9727,20,PHRASE,B,,five airplane,Sildo·reng bolbonga,verified_high,,,NV-076,,True,True
9728,20,PHRASE,B,,six airplane,Sildo·reng boldok,verified_high,,,NV-076,,True,True
9729,20,PHRASE,B,,seven airplane,Sildo·reng bolsni,verified_high,,,NV-076,,True,True
9730,20,PHRASE,B,,eight airplane,Sildo·reng bolchet,verified_high,,,NV-076,,True,True
9731,20,PHRASE,B,,nine airplane,Sildo·reng bolsku,verified_high,,,NV-076,,True,True
9732,20,PHRASE,B,,ten airplane,Sildo·reng bolchiking,verified_high,,,NV-076,,True,True
9733,20,PHRASE,B,,eleven airplane,Sildo·reng bolChi·sa,verified_high,,,NV-076,,True,True
9734,20,PHRASE,B,,twelve airplane,Sildo·reng bolChi·gni,verified_high,,,NV-076,,True,True
9735,20,PHRASE,B,,thirteen airplane,Sildo·reng bolChi·gittam,verified_high,,,NV-076,,True,True
9736,20,PHRASE,B,,fourteen airplane,Sildo·reng bolChi·bri,verified_high,,,NV-076,,True,True
9737,20,PHRASE,B,,fifteen airplane,Sildo·reng bolChi·bonga,verified_high,,,NV-076,,True,True
9738,20,PHRASE,B,,sixteen airplane,Sildo·reng bolChi·dok,verified_high,,,NV-076,,True,True
9739,20,PHRASE,B,,seventeen airplane,Sildo·reng bolChi·sni,verified_high,,,NV-076,,True,True
9740,20,PHRASE,B,,eighteen airplane,Sildo·reng bolChi·chet,verified_high,,,NV-076,,True,True
9741,20,PHRASE,B,,nineteen airplane,Sildo·reng bolChi·sku,verified_high,,,NV-076,,True,True
9742,20,PHRASE,B,,twenty airplane,Sildo·reng bolKolgrik,verified_high,,,NV-076,,True,True
9743,20,PHRASE,A,P2,a dog bit me,Angko achak chikaha,verified_high,D5;D1;D10,1 record(s) differ only by english capitalization | 2 distinct Garo forms under English key 'a dog bit me' | notes reference a cross-layer (runtime/compile) representation,NV-077,,True,False
