cluster_id,normalized_english,row_index,english,garo,confidence,category,pos,classifier,duplicate_kind,notes
"855","lineage","4666","lineage","ma·chong","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ma-ha-ri"
"855","lineage","4667","lineage","ma·ha·ri","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"856","little","4673","little","ak·ki","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ak-ki-sa / chon-a / kom"
"856","little","4674","little","ak·ki·sa","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"856","little","4675","little","chon·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"856","little","4676","little","kom","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"857","live","4679","live","tang·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — NV-095 (2026-08-23, Thangseng final reconciliation relay): native gave a different final value for this English key; retained per citation discipline, not deleted. Not authoritative for compile."
"857","live","9295","live","donga","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-23 (NV-095, Thangseng final reconciliation relay via Project Owner: ""CLAUDE A — FINAL NATIVE DATA RECONCILIATION"") SENSE CONFIRMED 2026-08-28 (Project Owner direct chat relay, session 2): explicitly the locative/existential sense — ""living at a place"" — distinguished from tanga (""being alive""). Resolves the tang-/dong- family tension flagged in docs/CLAUDE_A_SESSION_MIGRATION_20260828.md 'Exact next actions' #3."
"858","living","4681","living","git·tang·a","superseded","uncategorized","","","multiple-Garo candidate group","SUPERSEDED — NV-095 (2026-08-23, Thangseng final reconciliation relay): native gave a different final value for this English key; retained per citation discipline, not deleted. Not authoritative for compile."
"858","living","9296","living","dongenga","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-23 (NV-095, Thangseng final reconciliation relay via Project Owner: ""CLAUDE A — FINAL NATIVE DATA RECONCILIATION"") SENSE CONFIRMED 2026-08-28 (Project Owner direct chat relay, session 2): explicitly the continuous form of donga (locative/existential ""living at a place"" sense), distinguished from tangenggipa (continuous of tanga, ""being alive"" sense)."
"858","living","9342","living","tangenggipa","verified_high","general","","","multiple-Garo candidate group","variant/VERIFIED/HIGH — native-confirmed 2026-08-28 (NV-097, Thangseng relay via Tridip, uploaded transcript batch). PDF batch, explicitly marked '(alt, progressive)'. Same tang-root family tension as 'live (alt)'=tanga above (this session) — 'living' currently VERIFIED/HIGH as 'dongenga' (NV-095), 'git·tang·a' SUPERSEDED. This progressive nominalized tang-form is logged as-is, not reconciled against dongenga; part of the same flagged tang-/dong- family needing a future explicit relay question. SENSE CONFIRMED 2026-08-28 (Project Owner direct chat relay, session 2): explicitly the continuous form of tanga (""being alive"" sense), distinguished from dongenga (continuous of donga, locative/existential sense). No longer 'not reconciled' — resolves docs/CLAUDE_A_SESSION_MIGRATION_20260828.md 'Exact next actions' #3."
"859","lizard","4682","lizard","a·ring·ga","unverified","animals","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:dot-mi / git-u-ra / kan-chi-dik"
"859","lizard","4683","lizard","dot·mi","unverified","animals","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"859","lizard","4684","lizard","git·u·ra","unverified","animals","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"859","lizard","4685","lizard","kan·chi·dik","unverified","animals","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"860","load","4686","load","bo·rai·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:de·-gat-a / gat-a"
"860","load","4687","load","de·gat·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"860","load","4688","load","gat·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"861","loan","4689","loan","jin·ang","unverified","business","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:on·-cheng-a / riin"
"861","loan","4690","loan","on·cheng·a","unverified","business","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"861","loan","4691","loan","riin","unverified","business","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"861","loan","7568","Loan","Gro","superseded","","n.","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'loan' has VERIFIED/HIGH form(s) ['jin·ang', 'on·cheng·a', 'riin']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"862","location","4692","location","bi·ap","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ha·-dam / ha·-dok / jai-ga"
"862","location","4693","location","ha·dam","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"862","location","4694","location","ha·dok","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"862","location","4695","location","jai·ga","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"863","log","4697","log","bol·gan·tong","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:bol-tong"
"863","log","4698","log","bol·tong","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-089, Thangseng relay via Tridip, WhatsApp transcript 2026-08-21 afternoon; see docs/THANGSENG_RELAY_TABLE_20260821B.md) — promoted from prior UNVERIFIED/HIGH candidate, exact match confirmed."
"864","loin cloth","4699","loin cloth","gan·do","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:reng-ti"
"864","loin cloth","4700","loin cloth","reng·ti","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"865","lonely","4701","lonely","gu·gu·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:ma·-ring-a / ru-ang-ru-ang / sim-bra-a"
"865","lonely","4702","lonely","ma·ring·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"865","lonely","4703","lonely","ru·ang·ru·ang","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"865","lonely","4704","lonely","sim·bra·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"866","look after","4709","look after","dongtim·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:mit-tang-a / ni-rok-a"
"866","look after","4710","look after","mit·tang·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"866","look after","4711","look after","ni·rok·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"867","look for","4714","look for","nem·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:san-di-a"
"867","look for","4715","look for","san·di·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"868","loop","4720","loop","na·bak","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:na-gi-ra"
"868","loop","4721","loop","na·gi·ra","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"869","loose","4722","loose","dil·dek·ga·dek","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:go·-ok-a / le-la-le-la / rok-rak-a"
"869","loose","4723","loose","go·ok·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"869","loose","4724","loose","le·la·le·la","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"869","loose","4725","loose","rok·rak·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"869","loose","7456","Loose","Gopdola","superseded","","adj.","","multiple-Garo candidate group","SUPERSEDED — corpus-internal audit 2026-08-01 (Claude A): legacy unannotated import, same english key 'loose' has VERIFIED/HIGH form(s) ['dil·dek·ga·dek', 'go·ok·a', 'le·la·le·la', 'rok·rak·a']. Not authoritative for compile; retained per citation discipline, not deleted. Compile pipeline does not yet apply confidence precedence — see handoff to Claude B."
"870","loosen","4726","loosen","go·ok·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:rok-rek-a"
"870","loosen","4727","loosen","rok·rek·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"871","lose","4728","lose","a·ma gal·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:gim-a-et-a / tok-ki-a"
"871","lose","4729","lose","gim·a·et·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"871","lose","4730","lose","tok·ki·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"872","loss","4731","loss","lus·kan","unverified","business","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:nok-san"
"872","loss","4732","loss","nok·san","unverified","business","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"873","lost","4733","lost","brang·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:gim-a-a"
"873","lost","4734","lost","gim·a·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"874","lots","4735","lots","be·si","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:-ra-ra / dam-bu"
"874","lots","4736","lots","·ra·ra","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"874","lots","4737","lots","dam·bu","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"875","loud","4738","loud","jang·e","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:jang-ting-a / ka·-so-a / prak-prak"
"875","loud","4739","loud","jang·ting·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"875","loud","4740","loud","ka·so·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"875","loud","4741","loud","prak·prak","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"876","luck","4747","luck","a·si","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH"
"876","luck","9228","luck","rasong","verified_high","general","","","multiple-Garo candidate group","VERIFIED/HIGH — native-confirmed 2026-08-21 (NV-089, Thangseng relay via Tridip, WhatsApp transcript 2026-08-21 afternoon; see docs/THANGSENG_RELAY_TABLE_20260821B.md)"
"877","lust","4750","lust","mik·bok·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:mik-sil-ek-a / na-si-a"
"877","lust","4751","lust","mik·sil·ek·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"877","lust","4752","lust","na·si·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"878","macaque","4753","macaque","ha·mak","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:mak-kre"
"878","macaque","4754","macaque","mak·kre","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"879","machine","4755","machine","kol","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:me-siin"
"879","machine","4756","machine","me·siin","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"880","make","4762","make","daka","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:dok-a"
"880","make","4763","make","dok·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"881","man (male)","4765","man (male)","me·a","verified_high","uncategorized","","","multiple-Garo candidate group","VERIFIED/HIGH — direct Thangseng relay via Tridip, WhatsApp 4/9/2026 1:53-1:55pm (NV-130, renumbered 2026-09-05 — see numbering-collision fix): ""Me'chik can mean both female and woman. Me.chikma is a married or an elderly woman... me.chik bi.sa = girl, me.a bi.sa = boy, me.asa = male/man, me.apa = married or an elderly man."" Raka dot normalized from the transcript's casual '.'/apostrophe typing to the dictionary's standard '·' convention (same substitution pattern seen elsewhere in casual WhatsApp transcripts, e.g. NV-124's gong·sa rendered as ""gong•sa""); no meaning change intended. (bound root, as used in me·a bi·sa=boy)"
"881","man (male)","4766","man (male)","me·a·sa","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"882","manage","4767","manage","ham·sok·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:jak-chak-a / man·-chak-a"
"882","manage","4768","manage","jak·chak·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"882","manage","4769","manage","man·chak·a","unverified","uncategorized","","","multiple-Garo candidate group","variant/UNVERIFIED/HIGH"
"883","marry","4775","marry","bi·a·a","unverified","uncategorized","","","multiple-Garo candidate group","UNVERIFIED/HIGH v:kim-a"
